username,community_name,joinedAt,role,isActive
tracycrawford,r/truegaming,2026-03-24,Moderator,false
williamsjill,r/patientgamers,2026-02-01,Moderator,false
jack28,r/GlobalOffensive,2026-02-03,Moderator,false
stephaniejones,r/FortniteBR,2026-03-10,Member,false
manningnicole,r/gaming,2026-02-12,Member,false
jwhitaker,r/NintendoSwitch,2026-01-14,Moderator,true
amy99,r/gaming,2026-02-07,Member,false
jamesrodriguez,r/indiegames,2026-04-23,Member,true
yguerrero,r/Minecraft,2026-02-14,Moderator,true
williamwilliams,r/FortniteBR,2026-03-20,Moderator,false
christopherrobinson,r/leagueoflegends,2026-02-17,Member,true
wyatt57,r/FortniteBR,2026-02-26,Moderator,true
michaelpatton,r/Valorant,2026-04-14,Member,false
john08,r/truegaming,2026-04-20,Moderator,false
burgessjack,r/PS5,2026-03-10,Member,false
haneyjames,r/leagueoflegends,2026-03-28,Member,true
abennett,r/leagueoflegends,2026-01-14,Member,false
evansnichole,r/PS5,2026-01-07,Member,false
nnelson,r/GlobalOffensive,2026-02-26,Moderator,true
bgallegos,r/FortniteBR,2026-03-11,Moderator,true
kathyhenry,r/patientgamers,2026-04-02,Member,true
eanderson,r/indiegames,2026-02-12,Moderator,false
lutzeddie,r/truegaming,2026-01-04,Moderator,false
jeff81,r/EldenRing,2026-01-16,Moderator,false
eric65,r/EldenRing,2026-04-24,Member,false
fwebb,r/GlobalOffensive,2026-03-10,Moderator,true
xtrujillo,r/skyrim,2026-03-16,Member,true
harrisjamie,r/patientgamers,2026-03-11,Moderator,true
tyler28,r/GlobalOffensive,2026-02-27,Moderator,false
qwright,r/EldenRing,2026-02-22,Moderator,false
omar74,r/skyrim,2026-01-11,Moderator,false
sullivankimberly,r/Valorant,2026-02-10,Moderator,true
bryan60,r/gaming,2026-02-23,Member,false
meyerrichard,r/Helldivers,2026-02-16,Member,true
millerchristina,r/EldenRing,2026-03-15,Moderator,true
mgalvan,r/gaming,2026-04-28,Member,false
jbailey,r/Minecraft,2026-01-17,Moderator,true
kristophersmith,r/FortniteBR,2026-01-15,Moderator,false
andrewarellano,r/skyrim,2026-02-21,Member,true
george70,r/NintendoSwitch,2026-02-26,Member,false
jackgay,r/EldenRing,2026-02-13,Member,false
holly60,r/skyrim,2026-01-06,Moderator,false
dylan87,r/gaming,2026-02-01,Member,false
hgross,r/FortniteBR,2026-04-21,Member,false
daniellesilva,r/skyrim,2026-01-13,Member,true
keithsmith,r/indiegames,2026-03-07,Member,true
jeffreythompson,r/gaming,2026-04-21,Member,true
michael49,r/Helldivers,2026-03-03,Moderator,false
tamararogers,r/truegaming,2026-01-13,Member,true
zadkins,r/Valorant,2026-03-15,Member,false
mwilcox,r/Helldivers,2026-04-21,Member,false
feliciaanderson,r/FortniteBR,2026-02-15,Moderator,true
greggjones,r/NintendoSwitch,2026-02-13,Moderator,true
zmurphy,r/pcmasterrace,2026-04-13,Member,false
edwardsjohn,r/indiegames,2026-04-17,Member,false
ggibson,r/GlobalOffensive,2026-02-20,Moderator,false
megan01,r/GlobalOffensive,2026-01-05,Moderator,true
pmclaughlin,r/indiegames,2026-03-11,Moderator,false
jonathan45,r/FortniteBR,2026-04-23,Member,true
sgreen,r/Helldivers,2026-03-14,Moderator,false
ufernandez,r/Valorant,2026-02-01,Member,false
deandebra,r/NintendoSwitch,2026-01-12,Member,true
kristen04,r/gaming,2026-02-14,Member,false
vhurley,r/leagueoflegends,2026-04-16,Member,false
psutton,r/EldenRing,2026-01-16,Member,false
elaineromero,r/NintendoSwitch,2026-02-19,Member,false
reedian,r/GlobalOffensive,2026-04-06,Member,false
medinarobert,r/skyrim,2026-01-29,Moderator,false
nicholasdixon,r/PS5,2026-03-06,Moderator,false
donaldbass,r/pcmasterrace,2026-02-17,Moderator,false
juan50,r/truegaming,2026-04-15,Moderator,true
wneal,r/Valorant,2026-04-28,Moderator,false
john32,r/truegaming,2026-04-20,Moderator,true
jennifer42,r/pcmasterrace,2026-01-02,Moderator,true
samantha96,r/patientgamers,2026-03-04,Moderator,false
ohernandez,r/truegaming,2026-03-15,Moderator,false
xsweeney,r/leagueoflegends,2026-03-27,Member,true
kingzachary,r/NintendoSwitch,2026-03-14,Member,false
robertarmstrong,r/gaming,2026-04-04,Moderator,true
richardcox,r/FortniteBR,2026-03-29,Member,false
stevensdanielle,r/leagueoflegends,2026-02-03,Moderator,true
lynchtrevor,r/PS5,2026-03-01,Member,false
kellysmith,r/Helldivers,2026-02-24,Moderator,false
wallerjacob,r/leagueoflegends,2026-02-01,Moderator,true
amoon,r/indiegames,2026-03-08,Moderator,true
xcastillo,r/EldenRing,2026-02-23,Member,false
marthajackson,r/EldenRing,2026-02-19,Member,true
campbelljames,r/leagueoflegends,2026-03-17,Moderator,true
tmartinez,r/skyrim,2026-01-28,Member,true
brendan17,r/patientgamers,2026-01-02,Member,false
meghanherrera,r/Helldivers,2026-02-16,Member,false
andersonwilliam,r/truegaming,2026-04-16,Member,true
wchaney,r/PS5,2026-01-27,Member,true
clarkjonathan,r/leagueoflegends,2026-04-12,Moderator,false
ryanward,r/Valorant,2026-04-28,Member,false
cweaver,r/NintendoSwitch,2026-02-14,Moderator,false
stephenkoch,r/gaming,2026-02-12,Moderator,false
gardnerscott,r/truegaming,2026-03-19,Member,true
kevin70,r/Valorant,2026-03-27,Moderator,true
monicanguyen,r/PS5,2026-03-14,Member,false
melinda64,r/gaming,2026-02-27,Member,false
joselee,r/pcmasterrace,2026-03-27,Member,false
jeffrey49,r/gaming,2026-03-10,Member,true
bdixon,r/GlobalOffensive,2026-02-10,Moderator,true
patrickjoyce,r/Minecraft,2026-04-28,Member,true
manuelbrown,r/PS5,2026-03-01,Moderator,true
craig12,r/pcmasterrace,2026-01-24,Moderator,true
steven39,r/patientgamers,2026-01-27,Moderator,false
wheelerdonald,r/EldenRing,2026-03-06,Moderator,true
oroberts,r/FortniteBR,2026-03-09,Moderator,true
thess,r/gaming,2026-03-12,Member,false
tony57,r/gaming,2026-04-17,Member,true
cheyennemarquez,r/leagueoflegends,2026-01-12,Member,true
keiththompson,r/EldenRing,2026-01-14,Member,true
robinadams,r/gaming,2026-01-23,Member,true
danielwatkins,r/patientgamers,2026-03-13,Moderator,true
freemanchristopher,r/truegaming,2026-03-10,Moderator,true
salazarjoshua,r/GlobalOffensive,2026-02-05,Moderator,true
xcarr,r/EldenRing,2026-04-13,Member,true
qroberts,r/NintendoSwitch,2026-02-26,Moderator,true
brittany29,r/FortniteBR,2026-02-04,Member,true
josephrodriguez,r/gaming,2026-02-01,Member,false
bbooker,r/EldenRing,2026-02-12,Moderator,false
garciajose,r/indiegames,2026-04-18,Member,false
paul21,r/truegaming,2026-03-05,Moderator,false
tonyagreene,r/truegaming,2026-04-04,Member,true
yswanson,r/Helldivers,2026-04-21,Member,true
gonzaleztammy,r/gaming,2026-02-11,Moderator,false
mooremia,r/leagueoflegends,2026-01-10,Member,true
sherry03,r/EldenRing,2026-03-11,Member,true
colemanaaron,r/truegaming,2026-02-08,Moderator,false
maxwell97,r/Valorant,2026-04-16,Member,true
charles90,r/Minecraft,2026-02-14,Member,true
riverastephanie,r/indiegames,2026-03-08,Member,false
medinachristopher,r/FortniteBR,2026-02-20,Member,false
catherine92,r/GlobalOffensive,2026-01-13,Member,false
beckjonathan,r/skyrim,2026-01-10,Member,false
jeffreythompson,r/skyrim,2026-02-13,Moderator,true
mwilcox,r/pcmasterrace,2026-03-11,Member,false
riveralydia,r/gaming,2026-04-13,Member,false
shaunblackburn,r/patientgamers,2026-04-15,Moderator,false
garrettsusan,r/Minecraft,2026-03-04,Moderator,false
joshuastafford,r/Minecraft,2026-04-06,Member,true
snydershawn,r/indiegames,2026-03-03,Member,true
sueramirez,r/pcmasterrace,2026-03-20,Member,true
hernandezeugene,r/patientgamers,2026-03-07,Moderator,true
samanthaterry,r/GlobalOffensive,2026-01-11,Moderator,true
linda55,r/leagueoflegends,2026-02-13,Member,false
dominiquevasquez,r/GlobalOffensive,2026-02-14,Member,true
mckayvanessa,r/EldenRing,2026-01-20,Member,false
kathleengonzalez,r/GlobalOffensive,2026-02-24,Member,true
daniellemejia,r/leagueoflegends,2026-03-12,Moderator,true
campbelllisa,r/Minecraft,2026-02-21,Moderator,true
elogan,r/leagueoflegends,2026-02-03,Member,false
ewong,r/FortniteBR,2026-03-20,Member,true
fwebb,r/patientgamers,2026-03-24,Moderator,true
smitchell,r/FortniteBR,2026-04-27,Moderator,true
elaine81,r/Helldivers,2026-03-10,Member,true
victoria29,r/Helldivers,2026-01-15,Moderator,false
jacksondenise,r/Minecraft,2026-01-18,Member,false
nbender,r/EldenRing,2026-01-12,Member,false
kathleen77,r/FortniteBR,2026-03-05,Member,true
obryan,r/Minecraft,2026-02-03,Member,true
kristy41,r/EldenRing,2026-04-26,Moderator,true
rnixon,r/skyrim,2026-02-07,Member,false
johnsonmatthew,r/PS5,2026-03-09,Member,true
jackgay,r/pcmasterrace,2026-04-09,Moderator,false
terryroberts,r/Minecraft,2026-03-05,Moderator,false
rebeccaanderson,r/gaming,2026-04-17,Moderator,true
bramos,r/EldenRing,2026-01-20,Member,true
terryroberts,r/patientgamers,2026-02-08,Member,false
carriearias,r/gaming,2026-03-22,Member,false
williamstara,r/NintendoSwitch,2026-04-12,Member,true
kimberly69,r/Helldivers,2026-04-18,Member,false
gchandler,r/skyrim,2026-03-17,Member,true
adamsshannon,r/EldenRing,2026-03-14,Member,true
michellestevens,r/NintendoSwitch,2026-03-31,Member,true
margaretmiller,r/Minecraft,2026-04-17,Member,true
lisagonzalez,r/truegaming,2026-04-08,Moderator,true
ralexander,r/Helldivers,2026-04-28,Member,true
cervantesjillian,r/Minecraft,2026-03-09,Moderator,false
nayala,r/EldenRing,2026-02-16,Moderator,false
greggjones,r/GlobalOffensive,2026-04-15,Moderator,false
lopezkarl,r/patientgamers,2026-04-20,Member,true
barbarawhite,r/gaming,2026-04-01,Member,true
josephjennifer,r/NintendoSwitch,2026-01-30,Moderator,false
ucohen,r/GlobalOffensive,2026-01-17,Moderator,false
smithjulia,r/NintendoSwitch,2026-04-17,Member,true
heather69,r/indiegames,2026-02-23,Moderator,false
michelle13,r/Helldivers,2026-02-27,Member,false
samuelperry,r/NintendoSwitch,2026-03-23,Moderator,true
ymartinez,r/truegaming,2026-02-12,Member,true
torresdanielle,r/truegaming,2026-03-11,Moderator,true
millerchristina,r/FortniteBR,2026-03-18,Member,false
jessicahogan,r/PS5,2026-03-02,Member,true
amycarr,r/skyrim,2026-03-27,Moderator,true
jeanettebaker,r/PS5,2026-01-31,Moderator,false
sharonlittle,r/truegaming,2026-03-15,Moderator,false
jacobmoreno,r/indiegames,2026-04-04,Member,true
justinproctor,r/PS5,2026-01-22,Member,true
mhernandez,r/truegaming,2026-04-16,Moderator,false
adamsshannon,r/GlobalOffensive,2026-03-22,Member,true
zruiz,r/patientgamers,2026-04-06,Member,false
watsonnicholas,r/patientgamers,2026-01-09,Moderator,true
robinsonbriana,r/skyrim,2026-04-08,Member,true
zjames,r/indiegames,2026-04-27,Moderator,false
vincent06,r/indiegames,2026-04-25,Member,true
qroberts,r/NintendoSwitch,2026-03-28,Moderator,true
grimesemily,r/skyrim,2026-01-17,Moderator,false
faulknerjennifer,r/gaming,2026-04-26,Moderator,false
ihicks,r/patientgamers,2026-03-13,Member,true
ucollins,r/Helldivers,2026-03-16,Moderator,false
haleyschneider,r/patientgamers,2026-03-30,Moderator,false
dfritz,r/pcmasterrace,2026-04-17,Member,true
odickson,r/EldenRing,2026-02-01,Moderator,true
crobinson,r/indiegames,2026-02-07,Moderator,false
amanda71,r/EldenRing,2026-04-13,Member,true
nathanweiss,r/truegaming,2026-03-29,Member,true
ljones,r/pcmasterrace,2026-03-19,Moderator,false
crystal75,r/gaming,2026-04-22,Moderator,true
jacob17,r/skyrim,2026-01-22,Moderator,true
dustin20,r/FortniteBR,2026-01-28,Member,false
andrew11,r/NintendoSwitch,2026-03-28,Member,true
smithmichael,r/leagueoflegends,2026-04-28,Moderator,true
darius19,r/EldenRing,2026-03-10,Member,false
rvaughn,r/EldenRing,2026-01-31,Member,true
joseellis,r/indiegames,2026-03-02,Moderator,false
keithsmith,r/leagueoflegends,2026-01-08,Moderator,false
jamesrodriguez,r/Minecraft,2026-04-19,Member,true
nlopez,r/EldenRing,2026-01-13,Moderator,true
kbrooks,r/truegaming,2026-04-12,Member,true
kevinbutler,r/GlobalOffensive,2026-04-11,Moderator,false
ericduncan,r/pcmasterrace,2026-02-20,Moderator,false
carol43,r/EldenRing,2026-03-31,Member,false
jim50,r/truegaming,2026-04-13,Moderator,false
angelacrosby,r/EldenRing,2026-04-27,Moderator,false
waynedyer,r/indiegames,2026-04-02,Member,true
tina19,r/skyrim,2026-01-02,Moderator,false
iwood,r/Minecraft,2026-02-18,Member,false
alison02,r/Helldivers,2026-02-12,Moderator,false
schneiderjacqueline,r/EldenRing,2026-03-06,Moderator,false
miguelking,r/EldenRing,2026-01-04,Moderator,false
ebarrett,r/pcmasterrace,2026-01-09,Member,false
leah13,r/patientgamers,2026-02-01,Moderator,true
michelemacdonald,r/patientgamers,2026-03-05,Member,true
uharris,r/Minecraft,2026-01-20,Moderator,true
jonathanbarber,r/truegaming,2026-04-26,Member,false
kimberly60,r/EldenRing,2026-01-04,Member,false
samantha96,r/skyrim,2026-03-09,Member,true
laurie19,r/Valorant,2026-01-27,Moderator,true
feliciaanderson,r/Valorant,2026-04-07,Member,true
jeff00,r/PS5,2026-01-06,Moderator,true
jim50,r/gaming,2026-02-19,Member,true
nicole89,r/FortniteBR,2026-01-20,Moderator,false
jessica88,r/leagueoflegends,2026-04-19,Member,true
ijimenez,r/skyrim,2026-02-26,Moderator,false
brianbaird,r/patientgamers,2026-04-20,Moderator,false
beckjonathan,r/truegaming,2026-03-26,Moderator,false
rachel79,r/GlobalOffensive,2026-04-07,Member,true
christina67,r/truegaming,2026-02-04,Member,false
ashleewilliams,r/FortniteBR,2026-04-23,Moderator,true
rileyrobin,r/NintendoSwitch,2026-01-25,Moderator,false
nicholascabrera,r/PS5,2026-03-12,Member,false
wclark,r/NintendoSwitch,2026-03-14,Moderator,true
powellsandra,r/GlobalOffensive,2026-04-25,Member,false
qturner,r/truegaming,2026-02-17,Member,true
markkeith,r/leagueoflegends,2026-02-22,Moderator,true
mcdonaldbradley,r/leagueoflegends,2026-02-02,Member,true
james27,r/PS5,2026-01-30,Moderator,false
christophermorrison,r/NintendoSwitch,2026-02-10,Moderator,false
rodriguezmichelle,r/leagueoflegends,2026-01-26,Moderator,true
reillythomas,r/patientgamers,2026-02-02,Member,true
craig12,r/leagueoflegends,2026-01-17,Member,false
rachel79,r/PS5,2026-02-20,Member,false
cheryl10,r/EldenRing,2026-04-22,Member,false
lisa58,r/skyrim,2026-03-17,Moderator,true
jarvisjulia,r/indiegames,2026-02-16,Member,false
whitechristopher,r/gaming,2026-02-09,Member,false
bailey18,r/patientgamers,2026-01-24,Moderator,true
jennifer26,r/NintendoSwitch,2026-04-17,Moderator,true
nicholascabrera,r/EldenRing,2026-01-21,Member,true
beckcharles,r/EldenRing,2026-03-06,Member,false
anneward,r/pcmasterrace,2026-04-14,Member,true
xfuller,r/NintendoSwitch,2026-01-04,Member,false
taylor35,r/NintendoSwitch,2026-04-12,Member,false
maria88,r/PS5,2026-03-30,Moderator,false
kkrause,r/GlobalOffensive,2026-01-25,Moderator,true
susan01,r/PS5,2026-04-15,Moderator,false
silvajames,r/truegaming,2026-03-29,Member,true
cantrellnicole,r/truegaming,2026-04-15,Member,false
michaelramirez,r/FortniteBR,2026-02-23,Member,false
hernandezeugene,r/Helldivers,2026-03-09,Moderator,false
marksaunders,r/PS5,2026-02-02,Member,true
crystalbuchanan,r/PS5,2026-03-15,Member,false
plamb,r/FortniteBR,2026-04-06,Member,false
davidfisher,r/PS5,2026-01-08,Moderator,false
ydelgado,r/gaming,2026-04-09,Moderator,false
johnbenton,r/PS5,2026-02-18,Moderator,false
garciaandrew,r/EldenRing,2026-04-20,Member,false
amy29,r/indiegames,2026-02-05,Member,true
tstone,r/Valorant,2026-04-25,Moderator,false
wneal,r/leagueoflegends,2026-03-27,Member,true
phillipbarron,r/Valorant,2026-02-17,Moderator,true
xsanchez,r/skyrim,2026-02-08,Member,false
kimberlycraig,r/FortniteBR,2026-02-14,Member,false
moorehenry,r/Helldivers,2026-02-01,Moderator,false
zturner,r/NintendoSwitch,2026-04-15,Moderator,true
carlsonrhonda,r/skyrim,2026-01-28,Moderator,true
laurenhodges,r/FortniteBR,2026-04-09,Member,false
carolyn94,r/truegaming,2026-04-16,Member,false
pameladuarte,r/gaming,2026-02-13,Member,false
chankaren,r/pcmasterrace,2026-03-12,Moderator,true
dmiller,r/Valorant,2026-03-12,Member,false
mbullock,r/pcmasterrace,2026-04-21,Member,false
sgreen,r/patientgamers,2026-03-30,Member,false
aharvey,r/PS5,2026-03-05,Moderator,false
lindsay37,r/truegaming,2026-03-18,Member,false
ralphcortez,r/pcmasterrace,2026-02-06,Member,false
mccartylori,r/FortniteBR,2026-04-13,Moderator,false
melissa28,r/truegaming,2026-04-10,Moderator,true
richard39,r/NintendoSwitch,2026-04-18,Moderator,false
tony30,r/Minecraft,2026-04-26,Moderator,true
keithmills,r/Minecraft,2026-02-09,Member,false
victor36,r/patientgamers,2026-02-14,Member,false
calebrodriguez,r/truegaming,2026-03-29,Moderator,true
bperry,r/skyrim,2026-04-01,Moderator,false
lori51,r/Valorant,2026-01-30,Member,false
moranwhitney,r/Helldivers,2026-04-11,Member,true
samuelnavarro,r/Helldivers,2026-03-21,Member,false
nlowery,r/Valorant,2026-01-24,Moderator,true
andersonjonathan,r/skyrim,2026-04-25,Moderator,true
edwardhernandez,r/NintendoSwitch,2026-03-12,Moderator,true
shamilton,r/skyrim,2026-04-26,Moderator,true
edwardsricky,r/truegaming,2026-03-01,Moderator,true
kellycheryl,r/indiegames,2026-02-07,Member,true
kmosley,r/leagueoflegends,2026-01-23,Member,false
ywatson,r/indiegames,2026-04-16,Member,true
sanchezrenee,r/Helldivers,2026-02-16,Moderator,false
ujones,r/patientgamers,2026-03-23,Moderator,true
deleonjames,r/indiegames,2026-04-24,Moderator,true
evanslisa,r/pcmasterrace,2026-04-23,Member,true
fclark,r/patientgamers,2026-01-07,Member,false
qcombs,r/NintendoSwitch,2026-01-15,Moderator,false
james01,r/gaming,2026-03-07,Member,true
lewismatthew,r/Minecraft,2026-02-10,Member,true
jacob07,r/leagueoflegends,2026-02-25,Member,true
jeff00,r/indiegames,2026-03-26,Member,false
evanross,r/truegaming,2026-03-06,Member,true
perezrobert,r/patientgamers,2026-04-15,Moderator,true
aeaton,r/Valorant,2026-02-03,Moderator,false
vmoody,r/Minecraft,2026-01-28,Member,false
maureenjohnson,r/PS5,2026-04-02,Moderator,false
paul41,r/GlobalOffensive,2026-04-13,Moderator,true
martindaniel,r/NintendoSwitch,2026-03-14,Moderator,false
jeff81,r/leagueoflegends,2026-01-14,Member,false
craig49,r/Valorant,2026-03-07,Member,false
ijackson,r/skyrim,2026-01-09,Moderator,true
nrose,r/skyrim,2026-02-21,Member,true
patrickflores,r/FortniteBR,2026-04-08,Member,false
tylerschmidt,r/EldenRing,2026-04-02,Moderator,false
fclements,r/Minecraft,2026-04-01,Moderator,true
lsalas,r/pcmasterrace,2026-01-14,Moderator,true
cbuckley,r/Minecraft,2026-04-22,Moderator,true
snorris,r/gaming,2026-03-28,Moderator,true
cynthia49,r/truegaming,2026-01-10,Member,false
rileyjames,r/NintendoSwitch,2026-01-21,Member,true
rgeorge,r/GlobalOffensive,2026-04-21,Moderator,true
cyang,r/NintendoSwitch,2026-04-08,Moderator,false
marthajackson,r/Helldivers,2026-03-13,Moderator,true
smithcrystal,r/patientgamers,2026-01-13,Moderator,true
zachary97,r/GlobalOffensive,2026-04-27,Moderator,false
welchdawn,r/truegaming,2026-03-02,Member,true
fhuffman,r/GlobalOffensive,2026-02-06,Member,true
steven82,r/leagueoflegends,2026-02-09,Moderator,false
maria72,r/Minecraft,2026-01-06,Moderator,true
curryjay,r/indiegames,2026-03-15,Member,false
barbarawhite,r/skyrim,2026-01-09,Moderator,false
hannahknight,r/EldenRing,2026-04-16,Moderator,true
fhuffman,r/patientgamers,2026-02-03,Moderator,true
lisagonzalez,r/skyrim,2026-04-17,Member,true
mosesbrenda,r/GlobalOffensive,2026-02-22,Moderator,true
guzmanbrandi,r/GlobalOffensive,2026-03-08,Member,false
christopher86,r/PS5,2026-03-15,Member,true
conleyellen,r/FortniteBR,2026-02-01,Member,false
roger20,r/EldenRing,2026-04-09,Member,true
wneal,r/leagueoflegends,2026-02-07,Moderator,false
tamararogers,r/indiegames,2026-02-01,Member,false
hensleyjenna,r/skyrim,2026-03-07,Member,true
peterhawkins,r/Minecraft,2026-03-30,Member,false
amanda93,r/indiegames,2026-01-31,Moderator,false
howardandrew,r/Valorant,2026-03-28,Member,true
ellismaurice,r/skyrim,2026-03-01,Member,true
ogriffith,r/FortniteBR,2026-04-23,Moderator,true
alexismckenzie,r/pcmasterrace,2026-03-10,Member,false
russellmelissa,r/truegaming,2026-04-04,Moderator,false
nielsenmelissa,r/patientgamers,2026-02-06,Moderator,false
stephaniejones,r/EldenRing,2026-01-24,Moderator,false
isnyder,r/gaming,2026-02-24,Member,true
nayala,r/patientgamers,2026-01-05,Moderator,false
stephenglass,r/PS5,2026-01-02,Moderator,false
samanthahunt,r/gaming,2026-01-14,Moderator,true
nmartin,r/gaming,2026-04-15,Member,true
michelle97,r/pcmasterrace,2026-01-06,Moderator,true
kristophersmith,r/Helldivers,2026-01-12,Moderator,false
umayer,r/pcmasterrace,2026-03-10,Moderator,true
perrybrian,r/EldenRing,2026-02-21,Member,true
richardtran,r/Valorant,2026-01-26,Member,true
ugreene,r/Helldivers,2026-01-10,Member,true
catherine92,r/indiegames,2026-03-10,Member,false
dennischurch,r/truegaming,2026-01-18,Moderator,true
johnmoody,r/pcmasterrace,2026-01-25,Member,true
christinamelton,r/Helldivers,2026-02-07,Member,true
vblack,r/leagueoflegends,2026-01-28,Member,true
michaelramirez,r/indiegames,2026-01-22,Moderator,true
simmonsrandy,r/gaming,2026-01-22,Moderator,false
darrenjoyce,r/Valorant,2026-02-18,Moderator,false
aeaton,r/Minecraft,2026-01-16,Moderator,false
adamslarry,r/Minecraft,2026-03-24,Moderator,true
christopher89,r/FortniteBR,2026-03-21,Member,false
jaime76,r/leagueoflegends,2026-02-10,Moderator,true
abrooks,r/GlobalOffensive,2026-03-15,Member,false
sanchezkristen,r/pcmasterrace,2026-02-07,Member,true
ucannon,r/PS5,2026-03-23,Moderator,true
andrea48,r/patientgamers,2026-03-29,Moderator,true
garrettclark,r/indiegames,2026-01-11,Moderator,true
daisyhuber,r/truegaming,2026-03-02,Member,false
umendez,r/EldenRing,2026-01-12,Member,false
jamesgreene,r/PS5,2026-02-04,Moderator,false
melissasims,r/skyrim,2026-03-24,Moderator,true
hunttravis,r/Helldivers,2026-01-20,Moderator,false
shelby50,r/Minecraft,2026-01-17,Moderator,true
brandimills,r/FortniteBR,2026-01-26,Member,false
alison80,r/FortniteBR,2026-04-28,Member,false
moonronald,r/skyrim,2026-03-26,Member,false
jackgay,r/PS5,2026-03-24,Moderator,false
ydennis,r/NintendoSwitch,2026-03-28,Member,false
stephenschristine,r/pcmasterrace,2026-03-07,Member,false
john34,r/Minecraft,2026-03-21,Member,true
nprice,r/NintendoSwitch,2026-03-07,Moderator,false
qcollins,r/NintendoSwitch,2026-03-21,Moderator,true
seanwebster,r/NintendoSwitch,2026-03-29,Moderator,false
matthew56,r/Minecraft,2026-03-18,Moderator,false
gchandler,r/PS5,2026-02-11,Moderator,true
arnoldbrianna,r/indiegames,2026-03-20,Member,false
boylethomas,r/leagueoflegends,2026-01-08,Member,true
jordanmaria,r/Minecraft,2026-02-25,Moderator,true
dana04,r/Minecraft,2026-02-05,Member,true
dbishop,r/Valorant,2026-03-07,Member,true
garrettclark,r/GlobalOffensive,2026-02-13,Moderator,false
cameronward,r/Helldivers,2026-04-08,Member,false
chad84,r/leagueoflegends,2026-04-05,Member,false
amy55,r/leagueoflegends,2026-02-24,Moderator,false
patrickcarter,r/indiegames,2026-04-28,Member,true
cynthia82,r/gaming,2026-03-20,Moderator,true
kkrause,r/skyrim,2026-03-28,Moderator,true
ltownsend,r/pcmasterrace,2026-02-28,Member,true
kennedylauren,r/FortniteBR,2026-04-10,Moderator,true
salasjames,r/Valorant,2026-03-14,Moderator,true
xwatts,r/Minecraft,2026-04-27,Member,false
eclark,r/truegaming,2026-04-11,Member,false
dodsonjoshua,r/EldenRing,2026-02-18,Member,true
kimsharon,r/gaming,2026-04-17,Member,true
cpittman,r/GlobalOffensive,2026-02-01,Moderator,false
willissamantha,r/truegaming,2026-03-28,Moderator,false
amy58,r/Helldivers,2026-01-31,Moderator,true
krodriguez,r/leagueoflegends,2026-01-26,Member,true
david62,r/gaming,2026-02-23,Member,false
fgreen,r/gaming,2026-02-13,Moderator,true
christinehumphrey,r/indiegames,2026-02-08,Member,true
qguerrero,r/NintendoSwitch,2026-01-27,Member,true
astone,r/indiegames,2026-03-30,Member,false
edwardsjohn,r/EldenRing,2026-04-13,Moderator,true
libarra,r/gaming,2026-03-11,Member,false
wscott,r/indiegames,2026-01-28,Member,true
jordanwood,r/Minecraft,2026-01-20,Member,false
freemaneric,r/PS5,2026-03-10,Member,false
rholloway,r/gaming,2026-04-09,Moderator,true
crystal66,r/gaming,2026-04-02,Member,true
cbuckley,r/pcmasterrace,2026-04-17,Member,false
karen57,r/leagueoflegends,2026-01-17,Moderator,false
michelle49,r/Valorant,2026-01-19,Moderator,false
jwalker,r/GlobalOffensive,2026-03-02,Member,false
brianhudson,r/gaming,2026-03-28,Moderator,true
rlong,r/leagueoflegends,2026-03-03,Moderator,false
xherrera,r/Valorant,2026-03-13,Moderator,false
josephnichols,r/patientgamers,2026-04-26,Member,true
tfranco,r/Minecraft,2026-02-26,Member,true
yhooper,r/truegaming,2026-01-24,Member,true
john32,r/Minecraft,2026-02-17,Moderator,false
nolanchase,r/pcmasterrace,2026-02-25,Member,false
emartinez,r/indiegames,2026-03-12,Moderator,true
omoreno,r/NintendoSwitch,2026-04-11,Moderator,true
tonyaferguson,r/truegaming,2026-03-30,Member,false
davenportdavid,r/Helldivers,2026-03-03,Member,true
doylejoshua,r/PS5,2026-01-15,Member,false
ulopez,r/Helldivers,2026-02-13,Moderator,false
deborah86,r/Helldivers,2026-02-08,Moderator,true
stevenskenneth,r/indiegames,2026-02-26,Member,false
george51,r/Minecraft,2026-01-24,Member,false
williamsingh,r/Valorant,2026-03-30,Member,false
wellsronald,r/EldenRing,2026-03-04,Member,true
hmedina,r/truegaming,2026-04-07,Member,false
juliecarter,r/EldenRing,2026-03-01,Moderator,true
craig12,r/Valorant,2026-04-07,Member,true
haneyjames,r/EldenRing,2026-02-28,Member,false
lowejoel,r/GlobalOffensive,2026-03-13,Moderator,false
collinsryan,r/skyrim,2026-01-10,Moderator,true
timothy31,r/skyrim,2026-01-26,Moderator,false
gilmorecarl,r/NintendoSwitch,2026-04-15,Member,true
livingstonkimberly,r/leagueoflegends,2026-01-02,Moderator,false
erik80,r/leagueoflegends,2026-02-26,Moderator,false
zachary69,r/indiegames,2026-03-01,Member,true
marcosutton,r/PS5,2026-04-03,Member,true
brianberger,r/FortniteBR,2026-03-08,Member,true
kaitlyn64,r/Valorant,2026-03-18,Moderator,false
masonkatherine,r/truegaming,2026-02-23,Moderator,true
lauren04,r/indiegames,2026-01-01,Moderator,true
megansmith,r/GlobalOffensive,2026-01-25,Moderator,true
mcculloughmatthew,r/GlobalOffensive,2026-01-14,Moderator,false
