username_a,username_b,sinceAt,notificationsOn,closeFriend
lisa58,gilmorecarl,2026-04-16,true,true
robert20,krodriguez,2026-04-19,false,true
andersencody,alexander60,2026-01-31,true,false
donnabaker,medinarobert,2026-02-15,true,false
powellsandra,mendeztina,2026-02-05,false,false
munozmelissa,rfoster,2026-02-06,true,true
margaret68,adam99,2026-04-19,true,false
frogers,anthony86,2026-02-04,true,false
wernerwilliam,robertmcdonald,2026-02-22,true,true
veronica19,raymond48,2026-02-09,true,false
josephrodriguez,samuel06,2026-04-22,false,false
angelacrosby,mcdonaldsandra,2026-04-26,true,false
obryan,howardandrew,2026-01-05,true,true
elaine81,tinasimmons,2026-02-24,false,false
jeffreycamacho,boydholly,2026-02-18,false,false
chambersnorma,calderonstephanie,2026-03-09,true,false
dianapayne,catherine41,2026-03-28,false,false
andrewbarnes,christopher76,2026-02-16,false,true
kevinbutler,nicolegardner,2026-04-25,false,false
dramos,erika25,2026-02-02,false,true
vparker,taylorlee,2026-03-18,true,true
vhodge,travis67,2026-01-06,false,false
uevans,michelle49,2026-04-19,false,false
gamblecharles,tammy14,2026-03-27,false,true
vyoung,ljackson,2026-04-03,false,false
smacdonald,fjohnson,2026-04-10,true,true
barbara93,gprice,2026-04-04,false,false
ihouston,edwardskenneth,2026-04-08,true,false
zturner,carmenturner,2026-01-19,false,false
qfranco,djohnson,2026-01-11,false,false
echang,scottjames,2026-03-17,true,false
robertcoffey,seanholmes,2026-01-14,true,false
